row_index,operands,actual,pred_col,iter,pred,A1,A2,P1,P2,error_type
448,"1000,4897,4799,9999","1000,4799,4897,9999",pred_iter_200,200,"1000,4799,4899,9997",4799,4897,4799,4899,repeat_last_digit
457,"1000,4948,4849,9999","1000,4849,4948,9999",pred_iter_200,200,"1000,4849,4949,9999",4849,4948,4849,4949,repeat_last_digit
466,"1000,4994,4799,9999","1000,4799,4994,9999",pred_iter_200,200,"1000,4799,4999,9994",4799,4994,4799,4999,repeat_last_digit
523,"1000,5689,5886,9999","1000,5689,5886,9999",pred_iter_200,200,"1004,5689,5889,9996",5689,5886,5689,5889,repeat_last_digit
527,"1000,5716,5417,9999","1000,5417,5716,9999",pred_iter_200,200,"1000,5417,5717,9999",5417,5716,5417,5717,repeat_last_digit
579,"1000,6248,6546,9999","1000,6248,6546,9999",pred_iter_200,200,"1049,6246,6546,9999",6248,6546,6246,6546,repeat_last_digit
627,"1000,6748,6549,9999","1000,6549,6748,9999",pred_iter_200,200,"1000,6549,6749,9548",6549,6748,6549,6749,repeat_last_digit
644,"1000,6878,6779,9999","1000,6779,6878,9999",pred_iter_200,200,"1000,6779,6879,9979",6779,6878,6779,6879,repeat_last_digit
645,"1000,6879,6978,9999","1000,6879,6978,9999",pred_iter_200,200,"1000,6879,6979,9999",6879,6978,6879,6979,repeat_last_digit
656,"1000,6943,6744,9999","1000,6744,6943,9999",pred_iter_200,200,"1000,6744,6944,9799",6744,6943,6744,6944,repeat_last_digit
679,"1000,7209,7803,9999","1000,7209,7803,9999",pred_iter_200,200,"1000,7209,7809,9999",7209,7803,7209,7809,repeat_last_digit
726,"1000,7714,7418,9999","1000,7418,7714,9999",pred_iter_200,200,"1000,7418,7718,9999",7418,7714,7418,7718,repeat_last_digit
755,"1000,7921,7626,9999","1000,7626,7921,9999",pred_iter_200,200,"1000,7621,7921,9999",7626,7921,7621,7921,repeat_last_digit
777,"1000,8105,8201,9999","1000,8105,8201,9999",pred_iter_200,200,"1001,8105,8205,9999",8105,8201,8105,8205,repeat_last_digit
827,"1000,8749,8947,9999","1000,8749,8947,9999",pred_iter_200,200,"1000,8749,8949,9999",8749,8947,8749,8949,repeat_last_digit
830,"1000,8771,8173,9999","1000,8173,8771,9999",pred_iter_200,200,"1073,8171,8771,9999",8173,8771,8171,8771,repeat_last_digit
849,"1000,8861,8462,9999","1000,8462,8861,9999",pred_iter_200,200,"1009,8462,8862,9999",8462,8861,8462,8862,repeat_last_digit
899,"1000,9279,9777,9999","1000,9279,9777,9999",pred_iter_200,200,"1000,9279,9779,9797",9279,9777,9279,9779,repeat_last_digit
904,"1000,9369,9568,9999","1000,9369,9568,9999",pred_iter_200,200,"1000,9369,9569,9998",9369,9568,9369,9569,repeat_last_digit
928,"1000,9644,9943,9999","1000,9644,9943,9999",pred_iter_200,200,"1000,9644,9944,9999",9644,9943,9644,9944,repeat_last_digit
934,"1000,9667,9269,9999","1000,9269,9667,9999",pred_iter_200,200,"1000,9269,9669,9669",9269,9667,9269,9669,repeat_last_digit
945,"1000,9784,9285,9999","1000,9285,9784,9999",pred_iter_200,200,"1004,9285,9785,9999",9285,9784,9285,9785,repeat_last_digit
958,"1000,9825,9526,9999","1000,9526,9825,9999",pred_iter_200,200,"1000,9525,9825,9999",9526,9825,9525,9825,repeat_last_digit
973,"1000,9899,9998,9999","1000,9899,9998,9999",pred_iter_200,200,"1000,9899,9999,9999",9899,9998,9899,9999,repeat_last_digit
986,"1000,9955,9756,9999","1000,9756,9955,9999",pred_iter_200,200,"1006,9755,9955,9799",9756,9955,9755,9955,repeat_last_digit
993,"1000,9996,9899,9999","1000,9899,9996,9999",pred_iter_200,200,"1000,9899,9999,9996",9899,9996,9899,9999,repeat_last_digit
7,"1000,1109,1507,9999","1000,1109,1507,9999",pred_iter_250,250,"1007,1109,1509,9999",1109,1507,1109,1509,repeat_last_digit
9,"1000,1120,1025,9999","1000,1025,1120,9999",pred_iter_250,250,"1025,1020,1120,9999",1025,1120,1020,1120,repeat_last_digit
11,"1000,1135,1534,9999","1000,1135,1534,9999",pred_iter_250,250,"1000,1134,1534,9999",1135,1534,1134,1534,repeat_last_digit
14,"1000,1153,1451,9999","1000,1153,1451,9999",pred_iter_250,250,"1000,1151,1451,9999",1153,1451,1151,1451,repeat_last_digit
18,"1000,1268,1766,9999","1000,1268,1766,9999",pred_iter_250,250,"1000,1266,1766,9999",1268,1766,1266,1766,repeat_last_digit
26,"1000,1399,1991,9999","1000,1399,1991,9999",pred_iter_250,250,"1003,1399,1999,9999",1399,1991,1399,1999,repeat_last_digit
29,"1000,1409,1504,9999","1000,1409,1504,9999",pred_iter_250,250,"1004,1409,1509,9999",1409,1504,1409,1509,repeat_last_digit
31,"1000,1420,1326,9999","1000,1326,1420,9999",pred_iter_250,250,"1000,1326,1426,9999",1326,1420,1326,1426,repeat_last_digit
48,"1000,1557,1653,9999","1000,1557,1653,9999",pred_iter_250,250,"1000,1553,1653,9999",1557,1653,1553,1653,repeat_last_digit
49,"1000,1559,1654,9999","1000,1559,1654,9999",pred_iter_250,250,"1000,1554,1654,9999",1559,1654,1554,1654,repeat_last_digit
53,"1000,1598,1499,9999","1000,1499,1598,9999",pred_iter_250,250,"1099,1499,1599,9999",1499,1598,1499,1599,repeat_last_digit
54,"1000,1599,1791,9999","1000,1599,1791,9999",pred_iter_250,250,"1000,1599,1799,9991",1599,1791,1599,1799,repeat_last_digit
55,"1000,1600,1208,9999","1000,1208,1600,9999",pred_iter_250,250,"1008,1200,1600,9999",1208,1600,1200,1600,repeat_last_digit
56,"1000,1600,1304,9999","1000,1304,1600,9999",pred_iter_250,250,"1004,1300,1600,9999",1304,1600,1300,1600,repeat_last_digit
66,"1000,1660,1364,9999","1000,1364,1660,9999",pred_iter_250,250,"1000,1364,1664,9999",1364,1660,1364,1664,repeat_last_digit
92,"1000,1838,1639,9999","1000,1639,1838,9999",pred_iter_250,250,"1000,1639,1839,9999",1639,1838,1639,1839,repeat_last_digit
93,"1000,1850,1654,9999","1000,1654,1850,9999",pred_iter_250,250,"1000,1654,1854,9999",1654,1850,1654,1854,repeat_last_digit
99,"1000,1898,1599,9999","1000,1599,1898,9999",pred_iter_250,250,"1000,1599,1899,9999",1599,1898,1599,1899,repeat_last_digit
109,"1000,1957,1759,9999","1000,1759,1957,9999",pred_iter_250,250,"1000,1759,1959,9999",1759,1957,1759,1959,repeat_last_digit
115,"1000,1993,1694,9999","1000,1694,1993,9999",pred_iter_250,250,"1000,1694,1994,9999",1694,1993,1694,1994,repeat_last_digit
131,"1000,2224,2620,9999","1000,2224,2620,9999",pred_iter_250,250,"1000,2224,2624,9999",2224,2620,2224,2624,repeat_last_digit
132,"1000,2236,2433,9999","1000,2236,2433,9999",pred_iter_250,250,"1000,2233,2433,9999",2236,2433,2233,2433,repeat_last_digit
134,"1000,2258,2453,9999","1000,2258,2453,9999",pred_iter_250,250,"1000,2253,2453,9999",2258,2453,2253,2453,repeat_last_digit
139,"1000,2289,2386,9999","1000,2289,2386,9999",pred_iter_250,250,"2386,2289,2389,9999",2289,2386,2289,2389,repeat_last_digit
149,"1000,2383,2184,9999","1000,2184,2383,9999",pred_iter_250,250,"1000,2184,2384,9999",2184,2383,2184,2384,repeat_last_digit
154,"1000,2398,2894,9999","1000,2398,2894,9999",pred_iter_250,250,"1000,2394,2894,9999",2398,2894,2394,2894,repeat_last_digit
169,"1000,2536,2735,9999","1000,2536,2735,9999",pred_iter_250,250,"1000,2535,2735,9999",2536,2735,2535,2735,repeat_last_digit
171,"1000,2558,2956,9999","1000,2558,2956,9999",pred_iter_250,250,"1000,2558,2958,9999",2558,2956,2558,2958,repeat_last_digit
172,"1000,2563,2760,9999","1000,2563,2760,9999",pred_iter_250,250,"1003,2560,2760,9999",2563,2760,2560,2760,repeat_last_digit
191,"1000,2760,2368,9999","1000,2368,2760,9999",pred_iter_250,250,"1000,2368,2768,9999",2368,2760,2368,2768,repeat_last_digit
201,"1000,2838,2639,9999","1000,2639,2838,9999",pred_iter_250,250,"1000,2639,2839,9999",2639,2838,2639,2839,repeat_last_digit
204,"1000,2856,2158,9999","1000,2158,2856,9999",pred_iter_250,250,"1000,2158,2858,9999",2158,2856,2158,2858,repeat_last_digit
205,"1000,2860,2465,9999","1000,2465,2860,9999",pred_iter_250,250,"2465,2460,2860,9999",2465,2860,2460,2860,repeat_last_digit
213,"1000,2898,2799,9999","1000,2799,2898,9999",pred_iter_250,250,"1000,2799,2899,9999",2799,2898,2799,2899,repeat_last_digit
236,"1000,3109,3805,9999","1000,3109,3805,9999",pred_iter_250,250,"3105,3109,3809,9999",3109,3805,3109,3809,repeat_last_digit
244,"1000,3186,3580,9999","1000,3186,3580,9999",pred_iter_250,250,"1000,3186,3586,9999",3186,3580,3186,3586,repeat_last_digit
274,"1000,3466,3169,9999","1000,3169,3466,9999",pred_iter_250,250,"1000,3169,3469,9999",3169,3466,3169,3469,repeat_last_digit
288,"1000,3610,3411,9999","1000,3411,3610,9999",pred_iter_250,250,"1000,3411,3611,9999",3411,3610,3411,3611,repeat_last_digit
293,"1000,3636,3835,9999","1000,3636,3835,9999",pred_iter_250,250,"1000,3635,3835,9999",3636,3835,3635,3835,repeat_last_digit
302,"1000,3699,3996,9999","1000,3699,3996,9999",pred_iter_250,250,"1000,3699,3999,9996",3699,3996,3699,3999,repeat_last_digit
325,"1000,3857,3559,9999","1000,3559,3857,9999",pred_iter_250,250,"1000,3559,3859,9999",3559,3857,3559,3859,repeat_last_digit
384,"1000,4391,4299,9999","1000,4299,4391,9999",pred_iter_250,250,"1000,4299,4399,9999",4299,4391,4299,4399,repeat_last_digit
403,"1000,4619,4810,9999","1000,4619,4810,9999",pred_iter_250,250,"1000,4619,4819,9999",4619,4810,4619,4819,repeat_last_digit
444,"1000,4858,4759,9999","1000,4759,4858,9999",pred_iter_250,250,"1000,4759,4859,9999",4759,4858,4759,4859,repeat_last_digit
448,"1000,4897,4799,9999","1000,4799,4897,9999",pred_iter_250,250,"1000,4799,4899,9999",4799,4897,4799,4899,repeat_last_digit
479,"1000,5267,5663,9999","1000,5267,5663,9999",pred_iter_250,250,"1000,5263,5663,9999",5267,5663,5263,5663,repeat_last_digit
480,"1000,5268,5966,9999","1000,5268,5966,9999",pred_iter_250,250,"1000,5266,5966,9999",5268,5966,5266,5966,repeat_last_digit
502,"1000,5525,5821,9999","1000,5525,5821,9999",pred_iter_250,250,"1000,5521,5821,9999",5525,5821,5521,5821,repeat_last_digit
506,"1000,5568,5862,9999","1000,5568,5862,9999",pred_iter_250,250,"1000,5562,5862,9999",5568,5862,5562,5862,repeat_last_digit
512,"1000,5599,5696,9999","1000,5599,5696,9999",pred_iter_250,250,"1000,5599,5699,9996",5599,5696,5599,5699,repeat_last_digit
537,"1000,5788,5886,9999","1000,5788,5886,9999",pred_iter_250,250,"1000,5788,5888,9999",5788,5886,5788,5888,repeat_last_digit
539,"1000,5797,5699,9999","1000,5699,5797,9999",pred_iter_250,250,"1000,5699,5799,9999",5699,5797,5699,5799,repeat_last_digit
567,"1000,6058,6551,9999","1000,6058,6551,9999",pred_iter_250,250,"1051,6058,6558,9999",6058,6551,6058,6558,repeat_last_digit
588,"1000,6381,6182,9999","1000,6182,6381,9999",pred_iter_250,250,"1000,6182,6382,9999",6182,6381,6182,6382,repeat_last_digit
593,"1000,6442,6248,9999","1000,6248,6442,9999",pred_iter_250,250,"1088,6242,6442,9999",6248,6442,6242,6442,repeat_last_digit
598,"1000,6488,6289,9999","1000,6289,6488,9999",pred_iter_250,250,"1000,6289,6489,7999",6289,6488,6289,6489,repeat_last_digit
603,"1000,6541,6840,9999","1000,6541,6840,9999",pred_iter_250,250,"1000,6541,6841,9999",6541,6840,6541,6841,repeat_last_digit
611,"1000,6630,6535,9999","1000,6535,6630,9999",pred_iter_250,250,"1000,6535,6635,9999",6535,6630,6535,6635,repeat_last_digit
613,"1000,6636,6538,9999","1000,6538,6636,9999",pred_iter_250,250,"1000,6538,6638,9999",6538,6636,6538,6638,repeat_last_digit
629,"1000,6760,6562,9999","1000,6562,6760,9999",pred_iter_250,250,"1000,6562,6762,9999",6562,6760,6562,6762,repeat_last_digit
641,"1000,6844,6646,9999","1000,6646,6844,9999",pred_iter_250,250,"1000,6644,6844,9999",6646,6844,6644,6844,repeat_last_digit
658,"1000,6960,6762,9999","1000,6762,6960,9999",pred_iter_250,250,"1000,6762,6962,9999",6762,6960,6762,6962,repeat_last_digit
662,"1000,6987,6889,9999","1000,6889,6987,9999",pred_iter_250,250,"1000,6889,6989,9999",6889,6987,6889,6989,repeat_last_digit
684,"1000,7328,7623,9999","1000,7328,7623,9999",pred_iter_250,250,"1000,7323,7623,9999",7328,7623,7323,7623,repeat_last_digit
692,"1000,7468,7269,9999","1000,7269,7468,9999",pred_iter_250,250,"7000,7269,7469,9999",7269,7468,7269,7469,repeat_last_digit
696,"1000,7525,7128,9999","1000,7128,7525,9999",pred_iter_250,250,"1000,7128,7528,9999",7128,7525,7128,7528,repeat_last_digit
713,"1000,7646,7347,9999","1000,7347,7646,9999",pred_iter_250,250,"1000,7347,7647,9999",7347,7646,7347,7647,repeat_last_digit
714,"1000,7646,7744,9999","1000,7646,7744,9999",pred_iter_250,250,"1000,7644,7744,9999",7646,7744,7644,7744,repeat_last_digit
722,"1000,7690,7599,9999","1000,7599,7690,9999",pred_iter_250,250,"1000,7599,7699,9999",7599,7690,7599,7699,repeat_last_digit
727,"1000,7722,7429,9999","1000,7429,7722,9999",pred_iter_250,250,"1000,7429,7729,9999",7429,7722,7429,7729,repeat_last_digit
733,"1000,7767,7469,9999","1000,7469,7767,9999",pred_iter_250,250,"1000,7469,7769,9999",7469,7767,7469,7769,repeat_last_digit
742,"1000,7825,7922,9999","1000,7825,7922,9999",pred_iter_250,250,"1000,7822,7922,9999",7825,7922,7822,7922,repeat_last_digit
743,"1000,7830,7131,9999","1000,7131,7830,9999",pred_iter_250,250,"1000,7131,7831,9999",7131,7830,7131,7831,repeat_last_digit
745,"1000,7835,7739,9999","1000,7739,7835,9999",pred_iter_250,250,"1000,7739,7839,9999",7739,7835,7739,7839,repeat_last_digit
784,"1000,8239,8338,9999","1000,8239,8338,9999",pred_iter_250,250,"1000,8238,8338,9999",8239,8338,8238,8338,repeat_last_digit
789,"1000,8355,8653,9999","1000,8355,8653,9999",pred_iter_250,250,"1000,8353,8653,9999",8355,8653,8353,8653,repeat_last_digit
795,"1000,8471,8379,9999","1000,8379,8471,9999",pred_iter_250,250,"1000,8379,8479,9999",8379,8471,8379,8479,repeat_last_digit
809,"1000,8573,8478,9999","1000,8478,8573,9999",pred_iter_250,250,"1000,8473,8573,9999",8478,8573,8473,8573,repeat_last_digit
810,"1000,8584,8285,9999","1000,8285,8584,9999",pred_iter_250,250,"1000,8284,8584,9999",8285,8584,8284,8584,repeat_last_digit
816,"1000,8620,8323,9999","1000,8323,8620,9999",pred_iter_250,250,"1000,8323,8623,9999",8323,8620,8323,8623,repeat_last_digit
817,"1000,8628,8429,9999","1000,8429,8628,9999",pred_iter_250,250,"1000,8429,8629,9999",8429,8628,8429,8629,repeat_last_digit
818,"1000,8648,8549,9999","1000,8549,8648,9999",pred_iter_250,250,"1000,8549,8649,9999",8549,8648,8549,8649,repeat_last_digit
819,"1000,8653,8359,9999","1000,8359,8653,9999",pred_iter_250,250,"1003,8359,8659,9999",8359,8653,8359,8659,repeat_last_digit
828,"1000,8767,8668,9999","1000,8668,8767,9999",pred_iter_250,250,"1000,8668,8768,9999",8668,8767,8668,8768,repeat_last_digit
842,"1000,8820,8122,9999","1000,8122,8820,9999",pred_iter_250,250,"7000,8122,8822,9999",8122,8820,8122,8822,repeat_last_digit
847,"1000,8851,8153,9999","1000,8153,8851,9999",pred_iter_250,250,"1000,8153,8853,9999",8153,8851,8153,8853,repeat_last_digit
849,"1000,8861,8462,9999","1000,8462,8861,9999",pred_iter_250,250,"1000,8462,8862,9999",8462,8861,8462,8862,repeat_last_digit
850,"1000,8877,8279,9999","1000,8279,8877,9999",pred_iter_250,250,"1000,8279,8879,9999",8279,8877,8279,8879,repeat_last_digit
894,"1000,9186,9983,9999","1000,9186,9983,9999",pred_iter_250,250,"1000,9183,9983,9999",9186,9983,9183,9983,repeat_last_digit
906,"1000,9375,9974,9999","1000,9375,9974,9999",pred_iter_250,250,"1000,9374,9974,9999",9375,9974,9374,9974,repeat_last_digit
912,"1000,9439,9738,9999","1000,9439,9738,9999",pred_iter_250,250,"1000,9439,9739,9999",9439,9738,9439,9739,repeat_last_digit
927,"1000,9612,9219,9999","1000,9219,9612,9999",pred_iter_250,250,"1000,9212,9612,9999",9219,9612,9212,9612,repeat_last_digit
939,"1000,9708,9800,9999","1000,9708,9800,9999",pred_iter_250,250,"1008,9700,9800,9999",9708,9800,9700,9800,repeat_last_digit
949,"1000,9799,9891,9999","1000,9799,9891,9999",pred_iter_250,250,"1000,9799,9899,9991",9799,9891,9799,9899,repeat_last_digit
967,"1000,9863,9269,9999","1000,9269,9863,9999",pred_iter_250,250,"1000,9263,9863,9999",9269,9863,9263,9863,repeat_last_digit
973,"1000,9899,9998,9999","1000,9899,9998,9999",pred_iter_250,250,"1000,9899,9999,9999",9899,9998,9899,9999,repeat_last_digit
979,"1000,9922,9729,9999","1000,9729,9922,9999",pred_iter_250,250,"1000,9729,9929,9999",9729,9922,9729,9929,repeat_last_digit
987,"1000,9958,9559,9999","1000,9559,9958,9999",pred_iter_250,250,"1000,9559,9959,9999",9559,9958,9559,9959,repeat_last_digit
989,"1000,9960,9863,9999","1000,9863,9960,9999",pred_iter_250,250,"1000,9863,9963,9999",9863,9960,9863,9963,repeat_last_digit
31,"1000,1420,1326,9999","1000,1326,1420,9999",pred_iter_300,300,"1000,1326,1426,9999",1326,1420,1326,1426,repeat_last_digit
38,"1000,1501,1306,9999","1000,1306,1501,9999",pred_iter_300,300,"1001,1306,1506,9999",1306,1501,1306,1506,repeat_last_digit
46,"1000,1552,1650,9999","1000,1552,1650,9999",pred_iter_300,300,"1000,1552,1652,9999",1552,1650,1552,1652,repeat_last_digit
54,"1000,1599,1791,9999","1000,1599,1791,9999",pred_iter_300,300,"1000,1599,1799,9999",1599,1791,1599,1799,repeat_last_digit
55,"1000,1600,1208,9999","1000,1208,1600,9999",pred_iter_300,300,"1008,1200,1600,9999",1208,1600,1200,1600,repeat_last_digit
60,"1000,1615,1814,9999","1000,1615,1814,9999",pred_iter_300,300,"1000,1615,1815,9999",1615,1814,1615,1815,repeat_last_digit
66,"1000,1660,1364,9999","1000,1364,1660,9999",pred_iter_300,300,"1000,1364,1664,9999",1364,1660,1364,1664,repeat_last_digit
68,"1000,1684,1287,9999","1000,1287,1684,9999",pred_iter_300,300,"1000,1284,1684,9999",1287,1684,1284,1684,repeat_last_digit
77,"1000,1739,1830,9999","1000,1739,1830,9999",pred_iter_300,300,"1000,1739,1839,9999",1739,1830,1739,1839,repeat_last_digit
79,"1000,1757,1950,9999","1000,1757,1950,9999",pred_iter_300,300,"1000,1757,1957,9999",1757,1950,1757,1957,repeat_last_digit
85,"1000,1799,1996,9999","1000,1799,1996,9999",pred_iter_300,300,"1000,1799,1999,9999",1799,1996,1799,1999,repeat_last_digit
88,"1000,1818,1910,9999","1000,1818,1910,9999",pred_iter_300,300,"1000,1818,1918,9999",1818,1910,1818,1918,repeat_last_digit
93,"1000,1850,1654,9999","1000,1654,1850,9999",pred_iter_300,300,"1000,1654,1854,9999",1654,1850,1654,1854,repeat_last_digit
102,"1000,1922,1027,9999","1000,1027,1922,9999",pred_iter_300,300,"1000,1022,1922,9999",1027,1922,1022,1922,repeat_last_digit
116,"1000,1994,1199,9999","1000,1199,1994,9999",pred_iter_300,300,"1000,1199,1999,9999",1199,1994,1199,1999,repeat_last_digit
127,"1000,2169,2367,9999","1000,2169,2367,9999",pred_iter_300,300,"1000,2169,2369,9999",2169,2367,2169,2369,repeat_last_digit
135,"1000,2268,2466,9999","1000,2268,2466,9999",pred_iter_300,300,"1000,2268,2468,9999",2268,2466,2268,2468,repeat_last_digit
142,"1000,2352,2750,9999","1000,2352,2750,9999",pred_iter_300,300,"1000,2352,2752,9999",2352,2750,2352,2752,repeat_last_digit
144,"1000,2359,2750,9999","1000,2359,2750,9999",pred_iter_300,300,"1000,2359,2759,9999",2359,2750,2359,2759,repeat_last_digit
155,"1000,2399,2997,9999","1000,2399,2997,9999",pred_iter_300,300,"1000,2399,2999,9999",2399,2997,2399,2999,repeat_last_digit
159,"1000,2448,2645,9999","1000,2448,2645,9999",pred_iter_300,300,"1000,2448,2648,9999",2448,2645,2448,2648,repeat_last_digit
176,"1000,2619,2710,9999","1000,2619,2710,9999",pred_iter_300,300,"1000,2619,2719,9999",2619,2710,2619,2719,repeat_last_digit
266,"1000,3389,3787,9999","1000,3389,3787,9999",pred_iter_300,300,"1000,3389,3789,9999",3389,3787,3389,3789,repeat_last_digit
275,"1000,3468,3660,9999","1000,3468,3660,9999",pred_iter_300,300,"1000,3468,3668,9999",3468,3660,3468,3668,repeat_last_digit
280,"1000,3531,3137,9999","1000,3137,3531,9999",pred_iter_300,300,"1000,3131,3531,9999",3137,3531,3131,3531,repeat_last_digit
282,"1000,3547,3744,9999","1000,3547,3744,9999",pred_iter_300,300,"1000,3544,3744,9999",3547,3744,3544,3744,repeat_last_digit
288,"1000,3610,3411,9999","1000,3411,3610,9999",pred_iter_300,300,"1000,3411,3611,9999",3411,3610,3411,3611,repeat_last_digit
301,"1000,3688,3785,9999","1000,3688,3785,9999",pred_iter_300,300,"1000,3685,3785,9999",3688,3785,3685,3785,repeat_last_digit
302,"1000,3699,3996,9999","1000,3699,3996,9999",pred_iter_300,300,"1000,3699,3999,9999",3699,3996,3699,3999,repeat_last_digit
321,"1000,3810,3518,9999","1000,3518,3810,9999",pred_iter_300,300,"1000,3518,3818,9999",3518,3810,3518,3818,repeat_last_digit
342,"1000,3952,3856,9999","1000,3856,3952,9999",pred_iter_300,300,"1000,3852,3952,9999",3856,3952,3852,3952,repeat_last_digit
358,"1000,4099,4598,9999","1000,4099,4598,9999",pred_iter_300,300,"1000,4099,4599,9998",4099,4598,4099,4599,repeat_last_digit
384,"1000,4391,4299,9999","1000,4299,4391,9999",pred_iter_300,300,"1000,4299,4399,9991",4299,4391,4299,4399,repeat_last_digit
403,"1000,4619,4810,9999","1000,4619,4810,9999",pred_iter_300,300,"1000,4619,4819,9999",4619,4810,4619,4819,repeat_last_digit
407,"1000,4645,4941,9999","1000,4645,4941,9999",pred_iter_300,300,"1000,4641,4941,9999",4645,4941,4641,4941,repeat_last_digit
447,"1000,4887,4982,9999","1000,4887,4982,9999",pred_iter_300,300,"1000,4882,4982,9999",4887,4982,4882,4982,repeat_last_digit
462,"1000,4973,4774,9999","1000,4774,4973,9999",pred_iter_300,300,"1000,4773,4973,9999",4774,4973,4773,4973,repeat_last_digit
466,"1000,4994,4799,9999","1000,4799,4994,9999",pred_iter_300,300,"1000,4799,4999,9994",4799,4994,4799,4999,repeat_last_digit
481,"1000,5278,5774,9999","1000,5278,5774,9999",pred_iter_300,300,"1000,5278,5778,9999",5278,5774,5278,5778,repeat_last_digit
500,"1000,5499,5898,9999","1000,5499,5898,9999",pred_iter_300,300,"1000,5499,5899,9999",5499,5898,5499,5899,repeat_last_digit
512,"1000,5599,5696,9999","1000,5599,5696,9999",pred_iter_300,300,"1000,5599,5699,9999",5599,5696,5599,5699,repeat_last_digit
539,"1000,5797,5699,9999","1000,5699,5797,9999",pred_iter_300,300,"1000,5699,5799,9997",5699,5797,5699,5799,repeat_last_digit
