row_index,operands,actual,pred_col,iter,pred,A1,A2,P1,P2,error_type
671,"1000,6939,6036,9999","1000,6036,6939,9999",pred_iter_200,200,"1036,6039,6939,9999",6036,6939,6039,6939,repeat_last_digit
676,"1000,6989,6888,9999","1000,6888,6989,9999",pred_iter_200,200,"1009,6888,6988,9999",6888,6989,6888,6988,repeat_last_digit
699,"1000,7433,7937,9999","1000,7433,7937,9999",pred_iter_200,200,"1000,7433,7933,9999",7433,7937,7433,7933,repeat_last_digit
710,"1000,7569,7364,9999","1000,7364,7569,9999",pred_iter_200,200,"1004,7369,7569,9999",7364,7569,7369,7569,repeat_last_digit
737,"1000,7775,7274,9999","1000,7274,7775,9999",pred_iter_200,200,"1009,7274,7774,9275",7274,7775,7274,7774,repeat_last_digit
749,"1000,7889,7382,9999","1000,7382,7889,9999",pred_iter_200,200,"1000,7389,7889,9999",7382,7889,7389,7889,repeat_last_digit
840,"1000,8789,8685,9999","1000,8685,8789,9999",pred_iter_200,200,"1085,8689,8789,9799",8685,8789,8689,8789,repeat_last_digit
850,"1000,8851,8959,9999","1000,8851,8959,9999",pred_iter_200,200,"1051,8859,8959,9999",8851,8959,8859,8959,repeat_last_digit
877,"1000,8999,8497,9999","1000,8497,8999,9999",pred_iter_200,200,"1000,8499,8999,9999",8497,8999,8499,8999,repeat_last_digit
919,"1000,9554,9153,9999","1000,9153,9554,9999",pred_iter_200,200,"1053,9154,9554,9599",9153,9554,9154,9554,repeat_last_digit
930,"1000,9617,9412,9999","1000,9412,9617,9999",pred_iter_200,200,"1099,9412,9612,9612",9412,9617,9412,9612,repeat_last_digit
931,"1000,9626,9224,9999","1000,9224,9626,9999",pred_iter_200,200,"1020,9224,9624,9699",9224,9626,9224,9624,repeat_last_digit
938,"1000,9698,9799,9999","1000,9698,9799,9999",pred_iter_200,200,"1000,9699,9799,9999",9698,9799,9699,9799,repeat_last_digit
955,"1000,9809,9407,9999","1000,9407,9809,9999",pred_iter_200,200,"1000,9409,9809,9999",9407,9809,9409,9809,repeat_last_digit
968,"1000,9897,9795,9999","1000,9795,9897,9999",pred_iter_200,200,"1000,9795,9895,9997",9795,9897,9795,9895,repeat_last_digit
4,"1000,1084,1586,9999","1000,1084,1586,9999",pred_iter_250,250,"1084,1086,1586,9999",1084,1586,1086,1586,repeat_last_digit
9,"1000,1149,1046,9999","1000,1046,1149,9999",pred_iter_250,250,"1046,1049,1149,9999",1046,1149,1049,1149,repeat_last_digit
15,"1000,1183,1289,9999","1000,1183,1289,9999",pred_iter_250,250,"1000,1189,1289,9999",1183,1289,1189,1289,repeat_last_digit
16,"1000,1198,1299,9999","1000,1198,1299,9999",pred_iter_250,250,"1000,1199,1299,9999",1198,1299,1199,1299,repeat_last_digit
20,"1000,1248,1649,9999","1000,1248,1649,9999",pred_iter_250,250,"1000,1249,1649,9999",1248,1649,1249,1649,repeat_last_digit
24,"1000,1304,1103,9999","1000,1103,1304,9999",pred_iter_250,250,"1003,1104,1304,9999",1103,1304,1104,1304,repeat_last_digit
27,"1000,1340,1547,9999","1000,1340,1547,9999",pred_iter_250,250,"1000,1347,1547,9999",1340,1547,1347,1547,repeat_last_digit
30,"1000,1383,1686,9999","1000,1383,1686,9999",pred_iter_250,250,"1000,1383,1683,9999",1383,1686,1383,1683,repeat_last_digit
37,"1000,1464,1566,9999","1000,1464,1566,9999",pred_iter_250,250,"1000,1466,1566,9999",1464,1566,1466,1566,repeat_last_digit
41,"1000,1537,1433,9999","1000,1433,1537,9999",pred_iter_250,250,"1000,1433,1533,9999",1433,1537,1433,1533,repeat_last_digit
57,"1000,1712,1819,9999","1000,1712,1819,9999",pred_iter_250,250,"1000,1719,1819,9999",1712,1819,1719,1819,repeat_last_digit
62,"1000,1746,1645,9999","1000,1645,1746,9999",pred_iter_250,250,"1000,1645,1745,9999",1645,1746,1645,1745,repeat_last_digit
75,"1000,1809,1706,9999","1000,1706,1809,9999",pred_iter_250,250,"1000,1709,1809,9999",1706,1809,1709,1809,repeat_last_digit
76,"1000,1821,1420,9999","1000,1420,1821,9999",pred_iter_250,250,"1000,1421,1821,9999",1420,1821,1421,1821,repeat_last_digit
91,"1000,1887,1583,9999","1000,1583,1887,9999",pred_iter_250,250,"1000,1583,1883,9999",1583,1887,1583,1883,repeat_last_digit
113,"1000,2095,2999,9999","1000,2095,2999,9999",pred_iter_250,250,"1000,2099,2999,9999",2095,2999,2099,2999,repeat_last_digit
117,"1000,2160,2568,9999","1000,2160,2568,9999",pred_iter_250,250,"1000,2168,2568,9999",2160,2568,2168,2568,repeat_last_digit
125,"1000,2356,2657,9999","1000,2356,2657,9999",pred_iter_250,250,"1000,2357,2657,9999",2356,2657,2357,2657,repeat_last_digit
128,"1000,2380,2789,9999","1000,2380,2789,9999",pred_iter_250,250,"1000,2389,2789,9999",2380,2789,2389,2789,repeat_last_digit
144,"1000,2509,2308,9999","1000,2308,2509,9999",pred_iter_250,250,"2508,2309,2509,9999",2308,2509,2309,2509,repeat_last_digit
152,"1000,2599,2395,9999","1000,2395,2599,9999",pred_iter_250,250,"1095,2399,2599,9999",2395,2599,2399,2599,repeat_last_digit
164,"1000,2657,2958,9999","1000,2657,2958,9999",pred_iter_250,250,"1000,2658,2958,9999",2657,2958,2658,2958,repeat_last_digit
175,"1000,2709,2600,9999","1000,2600,2709,9999",pred_iter_250,250,"1009,2600,2700,9999",2600,2709,2600,2700,repeat_last_digit
183,"1000,2764,2869,9999","1000,2764,2869,9999",pred_iter_250,250,"1000,2769,2869,9999",2764,2869,2769,2869,repeat_last_digit
191,"1000,2799,2397,9999","1000,2397,2799,9999",pred_iter_250,250,"1000,2399,2799,9997",2397,2799,2399,2799,repeat_last_digit
196,"1000,2838,2432,9999","1000,2432,2838,9999",pred_iter_250,250,"1000,2432,2832,9199",2432,2838,2432,2832,repeat_last_digit
297,"1000,3725,3321,9999","1000,3321,3725,9999",pred_iter_250,250,"1000,3321,3721,9999",3321,3725,3321,3721,repeat_last_digit
299,"1000,3750,3858,9999","1000,3750,3858,9999",pred_iter_250,250,"1000,3758,3858,9999",3750,3858,3758,3858,repeat_last_digit
307,"1000,3814,3111,9999","1000,3111,3814,9999",pred_iter_250,250,"1099,3111,3811,9999",3111,3814,3111,3811,repeat_last_digit
357,"1000,4222,4623,9999","1000,4222,4623,9999",pred_iter_250,250,"1000,4223,4623,9999",4222,4623,4223,4623,repeat_last_digit
360,"1000,4237,4639,9999","1000,4237,4639,9999",pred_iter_250,250,"1000,4239,4639,9999",4237,4639,4239,4639,repeat_last_digit
361,"1000,4240,4842,9999","1000,4240,4842,9999",pred_iter_250,250,"1000,4242,4842,9999",4240,4842,4242,4842,repeat_last_digit
371,"1000,4351,4552,9999","1000,4351,4552,9999",pred_iter_250,250,"1000,4352,4552,9999",4351,4552,4352,4552,repeat_last_digit
380,"1000,4420,4526,9999","1000,4420,4526,9999",pred_iter_250,250,"1000,4426,4526,9999",4420,4526,4426,4526,repeat_last_digit
382,"1000,4437,4134,9999","1000,4134,4437,9999",pred_iter_250,250,"1000,4134,4434,9999",4134,4437,4134,4434,repeat_last_digit
394,"1000,4567,4263,9999","1000,4263,4567,9999",pred_iter_250,250,"1000,4263,4563,9999",4263,4567,4263,4563,repeat_last_digit
400,"1000,4605,4200,9999","1000,4200,4605,9999",pred_iter_250,250,"1005,4200,4600,9999",4200,4605,4200,4600,repeat_last_digit
404,"1000,4688,4889,9999","1000,4688,4889,9999",pred_iter_250,250,"1000,4689,4889,9999",4688,4889,4689,4889,repeat_last_digit
405,"1000,4695,4999,9999","1000,4695,4999,9999",pred_iter_250,250,"1095,4699,4999,9999",4695,4999,4699,4999,repeat_last_digit
406,"1000,4697,4799,9999","1000,4697,4799,9999",pred_iter_250,250,"1000,4699,4799,9999",4697,4799,4699,4799,repeat_last_digit
411,"1000,4728,4423,9999","1000,4423,4728,9999",pred_iter_250,250,"1000,4423,4723,9999",4423,4728,4423,4723,repeat_last_digit
419,"1000,4756,4858,9999","1000,4756,4858,9999",pred_iter_250,250,"1000,4758,4858,9999",4756,4858,4758,4858,repeat_last_digit
425,"1000,4793,4899,9999","1000,4793,4899,9999",pred_iter_250,250,"1000,4799,4899,9999",4793,4899,4799,4899,repeat_last_digit
441,"1000,4868,4566,9999","1000,4566,4868,9999",pred_iter_250,250,"1000,4566,4866,9999",4566,4868,4566,4866,repeat_last_digit
455,"1000,4967,4766,9999","1000,4766,4967,9999",pred_iter_250,250,"1000,4766,4966,9999",4766,4967,4766,4966,repeat_last_digit
479,"1000,5226,5927,9999","1000,5226,5927,9999",pred_iter_250,250,"1000,5227,5927,9999",5226,5927,5227,5927,repeat_last_digit
482,"1000,5230,5733,9999","1000,5230,5733,9999",pred_iter_250,250,"1000,5233,5733,9999",5230,5733,5233,5733,repeat_last_digit
509,"1000,5573,5472,9999","1000,5472,5573,9999",pred_iter_250,250,"1000,5472,5572,9999",5472,5573,5472,5572,repeat_last_digit
521,"1000,5678,5575,9999","1000,5575,5678,9999",pred_iter_250,250,"1000,5578,5678,9999",5575,5678,5578,5678,repeat_last_digit
536,"1000,5765,5561,9999","1000,5561,5765,9999",pred_iter_250,250,"1000,5561,5761,9999",5561,5765,5561,5761,repeat_last_digit
538,"1000,5773,5877,9999","1000,5773,5877,9999",pred_iter_250,250,"1000,5773,5873,9999",5773,5877,5773,5873,repeat_last_digit
578,"1000,6155,6859,9999","1000,6155,6859,9999",pred_iter_250,250,"1000,6159,6859,9999",6155,6859,6159,6859,repeat_last_digit
579,"1000,6173,6474,9999","1000,6173,6474,9999",pred_iter_250,250,"1000,6173,6473,9999",6173,6474,6173,6473,repeat_last_digit
587,"1000,6298,6999,9999","1000,6298,6999,9999",pred_iter_250,250,"1009,6299,6999,9998",6298,6999,6299,6999,repeat_last_digit
588,"1000,6322,6729,9999","1000,6322,6729,9999",pred_iter_250,250,"1000,6329,6729,9999",6322,6729,6329,6729,repeat_last_digit
589,"1000,6337,6439,9999","1000,6337,6439,9999",pred_iter_250,250,"1000,6339,6439,9999",6337,6439,6339,6439,repeat_last_digit
614,"1000,6530,6637,9999","1000,6530,6637,9999",pred_iter_250,250,"1000,6537,6637,9999",6530,6637,6537,6637,repeat_last_digit
616,"1000,6544,6441,9999","1000,6441,6544,9999",pred_iter_250,250,"1000,6444,6544,9999",6441,6544,6444,6544,repeat_last_digit
627,"1000,6625,6422,9999","1000,6422,6625,9999",pred_iter_250,250,"1000,6422,6622,9999",6422,6625,6422,6622,repeat_last_digit
628,"1000,6627,6523,9999","1000,6523,6627,9999",pred_iter_250,250,"1000,6523,6623,9999",6523,6627,6523,6623,repeat_last_digit
657,"1000,6850,6956,9999","1000,6850,6956,9999",pred_iter_250,250,"1000,6856,6956,9999",6850,6956,6856,6956,repeat_last_digit
661,"1000,6887,6988,9999","1000,6887,6988,9999",pred_iter_250,250,"1000,6888,6988,9999",6887,6988,6888,6988,repeat_last_digit
683,"1000,7144,7646,9999","1000,7144,7646,9999",pred_iter_250,250,"1000,7144,7644,9999",7144,7646,7144,7644,repeat_last_digit
684,"1000,7160,7869,9999","1000,7160,7869,9999",pred_iter_250,250,"1000,7169,7869,9999",7160,7869,7169,7869,repeat_last_digit
687,"1000,7252,7954,9999","1000,7252,7954,9999",pred_iter_250,250,"1000,7254,7954,9999",7252,7954,7254,7954,repeat_last_digit
688,"1000,7258,7859,9999","1000,7258,7859,9999",pred_iter_250,250,"1000,7259,7859,9999",7258,7859,7259,7859,repeat_last_digit
700,"1000,7456,7759,9999","1000,7456,7759,9999",pred_iter_250,250,"1000,7459,7759,9999",7456,7759,7459,7759,repeat_last_digit
701,"1000,7465,7569,9999","1000,7465,7569,9999",pred_iter_250,250,"1000,7469,7569,9999",7465,7569,7469,7569,repeat_last_digit
704,"1000,7480,7689,9999","1000,7480,7689,9999",pred_iter_250,250,"1000,7489,7689,9999",7480,7689,7489,7689,repeat_last_digit
707,"1000,7530,7834,9999","1000,7530,7834,9999",pred_iter_250,250,"1000,7534,7834,9999",7530,7834,7534,7834,repeat_last_digit
715,"1000,7612,7410,9999","1000,7410,7612,9999",pred_iter_250,250,"1000,7412,7612,9999",7410,7612,7412,7612,repeat_last_digit
728,"1000,7716,7415,9999","1000,7415,7716,9999",pred_iter_250,250,"1000,7415,7715,9999",7415,7716,7415,7715,repeat_last_digit
731,"1000,7739,7631,9999","1000,7631,7739,9999",pred_iter_250,250,"1000,7631,7731,9999",7631,7739,7631,7731,repeat_last_digit
784,"1000,8185,8287,9999","1000,8185,8287,9999",pred_iter_250,250,"1000,8187,8287,9999",8185,8287,8187,8287,repeat_last_digit
791,"1000,8348,8849,9999","1000,8348,8849,9999",pred_iter_250,250,"1000,8349,8849,9999",8348,8849,8349,8849,repeat_last_digit
800,"1000,8461,8260,9999","1000,8260,8461,9999",pred_iter_250,250,"1000,8261,8461,9999",8260,8461,8261,8461,repeat_last_digit
818,"1000,8661,8862,9999","1000,8661,8862,9999",pred_iter_250,250,"1000,8662,8862,9999",8661,8862,8662,8862,repeat_last_digit
832,"1000,8756,8654,9999","1000,8654,8756,9999",pred_iter_250,250,"1999,8654,8754,9999",8654,8756,8654,8754,repeat_last_digit
904,"1000,9387,9989,9999","1000,9387,9989,9999",pred_iter_250,250,"1000,9389,9989,9999",9387,9989,9389,9989,repeat_last_digit
932,"1000,9629,9422,9999","1000,9422,9629,9999",pred_iter_250,250,"1000,9422,9622,9999",9422,9629,9422,9622,repeat_last_digit
934,"1000,9655,9553,9999","1000,9553,9655,9999",pred_iter_250,250,"1000,9553,9653,9999",9553,9655,9553,9653,repeat_last_digit
936,"1000,9676,9879,9999","1000,9676,9879,9999",pred_iter_250,250,"1000,9679,9879,9999",9676,9879,9679,9879,repeat_last_digit
938,"1000,9698,9799,9999","1000,9698,9799,9999",pred_iter_250,250,"1000,9699,9799,9999",9698,9799,9699,9799,repeat_last_digit
939,"1000,9698,9899,9999","1000,9698,9899,9999",pred_iter_250,250,"1000,9699,9899,9999",9698,9899,9699,9899,repeat_last_digit
963,"1000,9859,9558,9999","1000,9558,9859,9999",pred_iter_250,250,"1000,9558,9858,9999",9558,9859,9558,9858,repeat_last_digit
967,"1000,9887,9684,9999","1000,9684,9887,9999",pred_iter_250,250,"1000,9684,9884,9999",9684,9887,9684,9884,repeat_last_digit
15,"1000,1183,1289,9999","1000,1183,1289,9999",pred_iter_300,300,"1000,1183,1283,9999",1183,1289,1183,1283,repeat_last_digit
26,"1000,1333,1736,9999","1000,1333,1736,9999",pred_iter_300,300,"1000,1333,1733,9999",1333,1736,1333,1733,repeat_last_digit
30,"1000,1383,1686,9999","1000,1383,1686,9999",pred_iter_300,300,"1000,1383,1683,9999",1383,1686,1383,1683,repeat_last_digit
37,"1000,1464,1566,9999","1000,1464,1566,9999",pred_iter_300,300,"1000,1466,1566,9999",1464,1566,1466,1566,repeat_last_digit
45,"1000,1576,1978,9999","1000,1576,1978,9999",pred_iter_300,300,"1000,1578,1978,9999",1576,1978,1578,1978,repeat_last_digit
52,"1000,1670,1979,9999","1000,1670,1979,9999",pred_iter_300,300,"1000,1679,1979,9999",1670,1979,1679,1979,repeat_last_digit
53,"1000,1676,1877,9999","1000,1676,1877,9999",pred_iter_300,300,"1000,1677,1877,9999",1676,1877,1677,1877,repeat_last_digit
75,"1000,1809,1706,9999","1000,1706,1809,9999",pred_iter_300,300,"1000,1709,1809,9999",1706,1809,1709,1809,repeat_last_digit
78,"1000,1829,1428,9999","1000,1428,1829,9999",pred_iter_300,300,"1000,1428,1828,9999",1428,1829,1428,1828,repeat_last_digit
81,"1000,1858,1550,9999","1000,1550,1858,9999",pred_iter_300,300,"1000,1558,1858,9999",1550,1858,1558,1858,repeat_last_digit
117,"1000,2160,2568,9999","1000,2160,2568,9999",pred_iter_300,300,"1000,2168,2568,9999",2160,2568,2168,2568,repeat_last_digit
120,"1000,2274,2479,9999","1000,2274,2479,9999",pred_iter_300,300,"1000,2274,2474,9999",2274,2479,2274,2474,repeat_last_digit
128,"1000,2380,2789,9999","1000,2380,2789,9999",pred_iter_300,300,"1000,2389,2789,9999",2380,2789,2389,2789,repeat_last_digit
134,"1000,2395,2599,9999","1000,2395,2599,9999",pred_iter_300,300,"1000,2399,2599,9995",2395,2599,2399,2599,repeat_last_digit
141,"1000,2461,2565,9999","1000,2461,2565,9999",pred_iter_300,300,"1000,2461,2561,9999",2461,2565,2461,2561,repeat_last_digit
148,"1000,2577,2679,9999","1000,2577,2679,9999",pred_iter_300,300,"1000,2577,2677,9999",2577,2679,2577,2677,repeat_last_digit
155,"1000,2614,2510,9999","1000,2510,2614,9999",pred_iter_300,300,"1000,2514,2614,9999",2510,2614,2514,2614,repeat_last_digit
162,"1000,2641,2747,9999","1000,2641,2747,9999",pred_iter_300,300,"1000,2641,2741,9999",2641,2747,2641,2741,repeat_last_digit
180,"1000,2754,2550,9999","1000,2550,2754,9999",pred_iter_300,300,"1000,2554,2754,9999",2550,2754,2554,2754,repeat_last_digit
181,"1000,2759,2553,9999","1000,2553,2759,9999",pred_iter_300,300,"1000,2553,2753,9999",2553,2759,2553,2753,repeat_last_digit
191,"1000,2799,2397,9999","1000,2397,2799,9999",pred_iter_300,300,"1000,2399,2799,9999",2397,2799,2399,2799,repeat_last_digit
221,"1000,2964,2861,9999","1000,2861,2964,9999",pred_iter_300,300,"1000,2861,2961,9999",2861,2964,2861,2961,repeat_last_digit
248,"1000,3222,3527,9999","1000,3222,3527,9999",pred_iter_300,300,"1000,3222,3522,9999",3222,3527,3222,3522,repeat_last_digit
268,"1000,3514,3817,9999","1000,3514,3817,9999",pred_iter_300,300,"3814,3517,3817,9999",3514,3817,3517,3817,repeat_last_digit
288,"1000,3630,3938,9999","1000,3630,3938,9999",pred_iter_300,300,"1000,3638,3938,9999",3630,3938,3638,3938,repeat_last_digit
299,"1000,3750,3858,9999","1000,3750,3858,9999",pred_iter_300,300,"1000,3758,3858,9999",3750,3858,3758,3858,repeat_last_digit
324,"1000,3883,3986,9999","1000,3883,3986,9999",pred_iter_300,300,"1000,3883,3983,9999",3883,3986,3883,3983,repeat_last_digit
357,"1000,4222,4623,9999","1000,4222,4623,9999",pred_iter_300,300,"1000,4222,4622,9999",4222,4623,4222,4622,repeat_last_digit
361,"1000,4240,4842,9999","1000,4240,4842,9999",pred_iter_300,300,"1000,4242,4842,9999",4240,4842,4242,4842,repeat_last_digit
368,"1000,4322,4523,9999","1000,4322,4523,9999",pred_iter_300,300,"1000,4322,4522,9999",4322,4523,4322,4522,repeat_last_digit
387,"1000,4500,4705,9999","1000,4500,4705,9999",pred_iter_300,300,"1000,4500,4700,9999",4500,4705,4500,4700,repeat_last_digit
400,"1000,4605,4200,9999","1000,4200,4605,9999",pred_iter_300,300,"1005,4200,4600,9999",4200,4605,4200,4600,repeat_last_digit
406,"1000,4697,4799,9999","1000,4697,4799,9999",pred_iter_300,300,"1000,4699,4799,9999",4697,4799,4699,4799,repeat_last_digit
459,"1000,4977,4874,9999","1000,4874,4977,9999",pred_iter_300,300,"1000,4877,4977,9999",4874,4977,4877,4977,repeat_last_digit
483,"1000,5234,5436,9999","1000,5234,5436,9999",pred_iter_300,300,"1000,5234,5434,9999",5234,5436,5234,5434,repeat_last_digit
487,"1000,5311,5416,9999","1000,5311,5416,9999",pred_iter_300,300,"1000,5311,5411,9999",5311,5416,5311,5411,repeat_last_digit
492,"1000,5380,5581,9999","1000,5380,5581,9999",pred_iter_300,300,"1000,5381,5581,9999",5380,5581,5381,5581,repeat_last_digit
506,"1000,5558,5157,9999","1000,5157,5558,9999",pred_iter_300,300,"1007,5158,5558,9999",5157,5558,5158,5558,repeat_last_digit
548,"1000,5856,5958,9999","1000,5856,5958,9999",pred_iter_300,300,"1000,5858,5958,9999",5856,5958,5858,5958,repeat_last_digit
551,"1000,5878,5775,9999","1000,5775,5878,9999",pred_iter_300,300,"1000,5778,5878,9999",5775,5878,5778,5878,repeat_last_digit
562,"1000,5982,5580,9999","1000,5580,5982,9999",pred_iter_300,300,"1000,5582,5982,9999",5580,5982,5582,5982,repeat_last_digit
566,"1000,5999,5894,9999","1000,5894,5999,9999",pred_iter_300,300,"1000,5899,5999,9999",5894,5999,5899,5999,repeat_last_digit
587,"1000,6298,6999,9999","1000,6298,6999,9999",pred_iter_300,300,"1000,6299,6999,9999",6298,6999,6299,6999,repeat_last_digit
594,"1000,6373,6674,9999","1000,6373,6674,9999",pred_iter_300,300,"1000,6373,6673,9999",6373,6674,6373,6673,repeat_last_digit
595,"1000,6377,6979,9999","1000,6377,6979,9999",pred_iter_300,300,"1000,6377,6977,9999",6377,6979,6377,6977,repeat_last_digit
602,"1000,6446,6947,9999","1000,6446,6947,9999",pred_iter_300,300,"1000,6447,6947,9999",6446,6947,6447,6947,repeat_last_digit
611,"1000,6512,6411,9999","1000,6411,6512,9999",pred_iter_300,300,"1000,6411,6511,9999",6411,6512,6411,6511,repeat_last_digit
650,"1000,6799,6197,9999","1000,6197,6799,9999",pred_iter_300,300,"1000,6199,6799,9999",6197,6799,6199,6799,repeat_last_digit
659,"1000,6880,6987,9999","1000,6880,6987,9999",pred_iter_300,300,"1000,6887,6987,9999",6880,6987,6887,6987,repeat_last_digit
683,"1000,7144,7646,9999","1000,7144,7646,9999",pred_iter_300,300,"1000,7144,7644,9999",7144,7646,7144,7644,repeat_last_digit
685,"1000,7211,7519,9999","1000,7211,7519,9999",pred_iter_300,300,"1000,7211,7511,9999",7211,7519,7211,7511,repeat_last_digit
695,"1000,7398,7499,9999","1000,7398,7499,9999",pred_iter_300,300,"1000,7399,7499,9998",7398,7499,7399,7499,repeat_last_digit
697,"1000,7407,7508,9999","1000,7407,7508,9999",pred_iter_300,300,"1000,7408,7508,9999",7407,7508,7408,7508,repeat_last_digit
732,"1000,7740,7942,9999","1000,7740,7942,9999",pred_iter_300,300,"1000,7742,7942,9940",7740,7942,7742,7942,repeat_last_digit
739,"1000,7781,7888,9999","1000,7781,7888,9999",pred_iter_300,300,"1000,7781,7881,9999",7781,7888,7781,7881,repeat_last_digit
740,"1000,7788,7989,9999","1000,7788,7989,9999",pred_iter_300,300,"1000,7788,7988,9999",7788,7989,7788,7988,repeat_last_digit
747,"1000,7853,7956,9999","1000,7853,7956,9999",pred_iter_300,300,"1000,7853,7953,9999",7853,7956,7853,7953,repeat_last_digit
788,"1000,8273,8379,9999","1000,8273,8379,9999",pred_iter_300,300,"1000,8273,8373,9999",8273,8379,8273,8373,repeat_last_digit
812,"1000,8606,8500,9999","1000,8500,8606,9999",pred_iter_300,300,"1006,8500,8600,9999",8500,8606,8500,8600,repeat_last_digit
819,"1000,8676,8877,9999","1000,8676,8877,9999",pred_iter_300,300,"1000,8677,8877,9999",8676,8877,8677,8877,repeat_last_digit
823,"1000,8713,8611,9999","1000,8611,8713,9999",pred_iter_300,300,"1000,8611,8711,9999",8611,8713,8611,8711,repeat_last_digit
875,"1000,8993,8890,9999","1000,8890,8993,9999",pred_iter_300,300,"1000,8893,8993,9990",8890,8993,8893,8993,repeat_last_digit
